Metric,Mean,Std,CI_Lower,CI_Upper,Min,Max
avg_delay,0.4133620637722644,0.0007462551412264012,0.4130950197995885,0.4136291077449403,0.41184890491154835,0.4147572372375721
p95_delay,0.48263649036595424,0.002129126781864441,0.48187459213202677,0.4833983885998817,0.4787187439720295,0.48779118263379734
p99_delay,0.51386174953282,0.003479825658694409,0.5126165099133113,0.5151069891523288,0.5062091948953047,0.519649083467987
deadline_pct,95.56892898307001,1.983299429831153,94.85921439687965,96.27864356926037,90.68002349555998,98.3781391402715
jain_fairness,0.9582874857211088,0.0024036834391222496,0.957427338649179,0.9591476327930386,0.9527360561663193,0.96
energy_consumption,0.099848,1.6000000000007213e-05,0.09984227447353222,0.09985372552646779,0.09984,0.09988000000000002
throughput,5.852929895849627,0.10634113639758666,5.814876208908442,5.890983582790812,5.6264482932781705,6.086611518550064
load_balance,0.02790842492084124,0.0025605021715182936,0.026992160986225307,0.028824688855457175,0.02278742057780466,0.029188676006600394
convergence_iterations,2.6666666666666665,0.4714045207910318,2.497976725365188,2.835356607968145,2.0,3.0
